borough,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_sqft,gross_sqft,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,borough_name,source_file,tax_class_as_of_final_roll_17/18,building_class_as_of_final_roll_17/18,tax_class_as_of_final_roll_18/19,building_class_as_of_final_roll_18/19,borough_str,pop_density,avg_income,gdp_local,dist_center,amenity_score,is_residential,price_per_sqft_real,sale_date_parsed,sale_month,borough_clean,sale_year,building_age
1.0,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,4,1300.0,1.0, ,O3,230 PARK AVENUE                          ,            ,10017.0,0.0,1.0,1.0,69153.0,1212596.0,1929.0,4.0,O3,760000000.0,2011-06-09,Unknown,2011_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,626.7545002622472,2011-09-06,9.0,1,2011.0,82.0
1.0,MIDTOWN WEST,21 OFFICE BUILDINGS,4,1268.0,1.0, ,O4,51 WEST 52ND STREET,            ,10019.0,0.0,1.0,1.0,47725.0,817095.0,1963.0,4.0,O4,760000000.0,2021-10-13,Unknown,2021_manhattan.xlsx,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,930.1244041390536,,,1,,
1.0,FINANCIAL                ,21  OFFICE BUILDINGS                        ,4,35.0,1.0, ,O4,32 OLD SLIP                              ,            ,10005.0,0.0,6.0,6.0,42176.0,973587.0,1987.0,4.0,O4,751000000.0,2007-08-29,Unknown,sales_2007_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.9,,771.3743096405354,,,1,,
1.0,FINANCIAL                ,21  OFFICE BUILDINGS                        ,4,44.0,1.0, ,O4,1 CHASE MANHATTAN PLAZ                   ,            ,10005.0,0.0,13.0,13.0,112555.0,2224000.0,1963.0,4.0,O4,725000000.0,2013-12-17,Unknown,2013_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,6.95,,325.98920863309354,,,1,,
1.0,FLATIRON                 ,21  OFFICE BUILDINGS                        ,4,825.0,31.0, ,O5,200 FIFTH AVENUE                         ,            ,10010.0,0.0,34.0,34.0,51642.0,704950.0,1910.0,4.0,O5,719469763.0,2011-09-15,Unknown,2011_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,1020.5968692815092,,,1,,
1.0,MIDTOWN WEST,25 LUXURY HOTELS,1,1000.0,1.0, ,D4,701 7 AVENUE,            ,10036.0,0.0,4.0,4.0,16066.0,369864.0,1909.0,4.0,H1,719099999.0,2018-04-27,Unknown,2018_manhattan.xlsx,1,D4,4,H1,1.0,72000,88000,6.8,2.0,5.6,,1944.2281460212405,,,1,,
1.0,MIDTOWN WEST             ,                                            ,4,1268.0,1103.0, ,RK,666 5 AVENUE                             ,COMM 2      ,10019.0,0.0,0.0,1.0,0.0,0.0,1958.0,4.0,RK,707820000.0,2012-12-06,Unknown,2012_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,,2012-06-12,6.0,1,2012.0,54.0
1.0,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,4,1300.0,1.0, ,O3,230 PARK AVENUE                          ,            ,10017.0,0.0,1.0,1.0,69153.0,1212596.0,1929.0,4.0,O3,705000000.0,2005-11-09,Unknown,sales_manhattan_05.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,581.3972666906373,2005-09-11,9.0,1,2005.0,76.0
1.0,MIDTOWN CBD,21 OFFICE BUILDINGS,1,1298.0,23.0, ,D4,425 LEXINGTON AVENUE,            ,10017.0,0.0,42.0,42.0,35145.0,627691.0,1987.0,4.0,O4,701000000.0,2018-10-30,Unknown,2018_manhattan.xlsx,1,D4,4,O4,1.0,72000,88000,6.8,2.0,10.0,,1116.791542335321,,,1,,
1.0,SOHO,43 CONDO OFFICE BUILDINGS,1,596.0,1101.0, ,D4,550 WASHINGTON STREET,UNIT A,10014.0,0.0,1.0,1.0,0.0,0.0,1933.0,4.0,RB,700000000.0,2018-01-31,Unknown,2018_manhattan.xlsx,1,D4,4,RB,1.0,72000,88000,6.8,2.0,5.15,,,,,1,,
1.0,FASHION                  ,21  OFFICE BUILDINGS                        ,4,808.0,40.0, ,O3,100 WEST 33RD ST                         ,            ,10001.0,0.0,170.0,170.0,79002.0,1105991.0,1911.0,4.0,O3,688979666.0,2007-01-10,Unknown,sales_2007_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,622.9523260135028,2007-10-01,10.0,1,2007.0,96.0
1.0,UPPER EAST SIDE (59-79)  ,21  OFFICE BUILDINGS                        ,4,1374.0,14.0, ,O3,650 MADISON AVENUE                       ,            ,10022.0,0.0,1.0,1.0,35447.0,449876.0,1957.0,4.0,O3,680000000.0,2008-04-07,Unknown,sales_2008_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,1511.527620944438,2008-07-04,7.0,1,2008.0,51.0
1.0,MIDTOWN CBD              ,21  OFFICE BUILDINGS                        ,4,1298.0,23.0, ,O3,425 LEXINGTON AVENUE                     ,            ,10017.0,0.0,7.0,7.0,35145.0,627691.0,1987.0,4.0,O3,664438582.0,2013-06-28,Unknown,2013_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,6.05,,1058.5440638785644,,,1,,
1.0,MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1274.0,11.0, ,H2,36 CENTRAL PARK SOUTH                    ,            ,10019.0,0.0,4.0,4.0,20275.0,442000.0,1972.0,4.0,H2,654316305.0,2013-11-25,Unknown,2013_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.6,,1480.3536312217195,,,1,,
1.0,FINANCIAL,21 OFFICE BUILDINGS                        ,1,29.0,1.0, ,D4,85 BROAD STREET, ,10004.0,0.0,1.0,1.0,42762.0,993569.0,1983.0,4.0,O4,652000000.0,2017-05-24,Unknown,2017_manhattan.xls,4,O4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,656.2201517962013,,,1,,
1.0,MIDTOWN WEST,21 OFFICE BUILDINGS,1,993.0,29.0, ,D4,5 BRYANT PARK,            ,10018.0,0.0,95.0,95.0,27200.0,654137.0,1958.0,4.0,O4,640000000.0,2018-05-23,Unknown,2018_manhattan.xlsx,1,D4,4,O4,1.0,72000,88000,6.8,2.0,10.0,,978.3883192664532,,,1,,
1.0,UPPER EAST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,  ,1420.0,1.0, ,  ,1111 3 AVENUE                            ,            ,10021.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,D6,623000000.0,2005-10-20,Unknown,sales_manhattan_05.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.0,,,,,1,,
1.0,KIPS BAY                 ,08  RENTALS - ELEVATOR APARTMENTS           ,2,934.0,1.0, ,D6,460-520 2ND AVENUE                       ,            ,10016.0,894.0,8.0,902.0,141836.0,829024.0,1975.0,2.0,D6,620000000.0,2016-12-08,Unknown,2016_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,747.8673717528081,2016-08-12,8.0,1,2016.0,41.0
1.0,MIDTOWN CBD,21 OFFICE BUILDINGS,1,1310.0,1.0, ,D4,425 PARK AVENUE,            ,10022.0,0.0,0.0,0.0,27950.0,666996.0,1957.0,4.0,O4,616755253.0,2019-11-25,Unknown,2019_manhattan.xlsx,1,D4,4,O4,1.0,72000,88000,6.8,2.0,5.0,,924.6760895117812,,,1,,
1.0,MIDTOWN EAST             ,21  OFFICE BUILDINGS                        ,4,1327.0,1.0, ,O4,885 THIRD AVE                            ,            ,10022.0,0.0,1.0,1.0,26130.0,554180.0,1986.0,4.0,O4,606785000.0,2007-07-10,Unknown,sales_2007_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,1094.9240319029918,2007-10-07,10.0,1,2007.0,21.0
1.0,TRIBECA                  ,21  OFFICE BUILDINGS                        ,4,186.0,1.0, ,O4,107 NORTH MOORE STREET                   ,            ,10013.0,0.0,1.0,1.0,82323.0,1594289.0,1989.0,4.0,O4,604546041.0,2007-12-18,Unknown,sales_2007_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,379.1947639355224,,,1,,
1.0,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,4,1027.0,20.0, ,O4,1740 BROADWAY                            ,            ,10019.0,0.0,2.0,2.0,29500.0,519600.0,1950.0,4.0,O4,600912768.0,2014-12-18,Unknown,2014_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.3,,1156.4910854503464,,,1,,
1.0,FINANCIAL,08 RENTALS - ELEVATOR APARTMENTS,2,51.0,14.0, ,D8,22 THAMES STREET,            ,10006.0,439.0,2.0,441.0,9086.0,455815.0,2016.0,2.0,D8,598155755.0,2023-01-31,Unknown,2023_manhattan.xlsx,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,1312.2774700262169,,,1,,
1.0,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1,1027.0,1502.0, ,D4,1731 BROADWAY,2,10019.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,RB,595628931.0,2018-05-24,Unknown,2018_manhattan.xlsx,1,D4,4,RB,1.0,72000,88000,6.8,2.0,5.15,,,,,1,,
1.0,CHELSEA,21 OFFICE BUILDINGS,1,712.0,1.0, ,D4,450 WEST 15TH,            ,10011.0,0.0,30.0,30.0,34188.0,281361.0,1936.0,4.0,O6,591800000.0,2019-05-22,Unknown,2019_manhattan.xlsx,1,D4,4,O6,1.0,72000,88000,6.8,2.0,9.5,,2103.3476565693186,,,1,,
1.0,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,4,1040.0,29.0, ,O9,815 8 AVENUE                             ,            ,10019.0,0.0,1.0,1.0,58240.0,1596521.0,1987.0,4.0,O9,590333250.0,2009-07-22,Unknown,2009_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,369.7622831143468,,,1,,
1.0,FINANCIAL                ,21  OFFICE BUILDINGS                        ,4,23.0,7.0, ,O4,ONE WALL STREET                          ,            ,10004.0,0.0,1.0,1.0,42178.0,1165659.0,1930.0,4.0,O4,585000000.0,2014-09-30,Unknown,2014_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,501.8620368392472,,,1,,
1.0,MIDTOWN WEST,21 OFFICE BUILDINGS,4,998.0,29.0, ,O4,1177 AVENUE OF THE AMER,            ,10036.0,0.0,76.0,76.0,32134.0,912955.0,1988.0,4.0,O4,572290334.0,2025-09-15,Unknown,2025_manhattan.xlsx,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,626.854920560159,,,1,,
1.0,MIDTOWN EAST,21 OFFICE BUILDINGS,1,1321.0,22.0, ,D4,885 2 AVENUE,            ,10017.0,0.0,27.0,27.0,40820.0,805467.0,1971.0,4.0,O4,565754371.0,2019-01-08,Unknown,2019_manhattan.xlsx,1,D4,4,O4,1.0,72000,88000,6.8,2.0,9.05,,702.3929856840814,2019-08-01,8.0,1,2019.0,48.0
1.0,FASHION                  ,21  OFFICE BUILDINGS                        ,4,833.0,11.0, ,O4,1250 BROADWAY                            ,            ,10001.0,0.0,55.0,55.0,30750.0,645977.0,1969.0,4.0,O4,565000000.0,2016-11-01,Unknown,2016_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,874.644143676942,2016-01-11,1.0,1,2016.0,47.0
1.0,MURRAY HILL              ,21  OFFICE BUILDINGS                        ,4,862.0,29.0, ,O3,2 PARK AVENUE                            ,            ,10016.0,0.0,67.0,67.0,40487.0,850752.0,1927.0,4.0,O3,565000000.0,2007-01-05,Unknown,sales_2007_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,664.1183329571955,2007-05-01,5.0,1,2007.0,80.0
1.0,MIDTOWN WEST             ,28  COMMERCIAL CONDOS                       ,4,998.0,1005.0, ,R5,1538 BROADWAY                            ,OFFC        ,10036.0,0.0,1.0,1.0,0.0,0.0,1987.0,4.0,R5,560000000.0,2006-07-11,Unknown,sales_manhattan_06.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,5.15,,,2006-11-07,11.0,1,2006.0,19.0
1.0,MIDTOWN WEST             ,21  OFFICE BUILDINGS                        ,4,999.0,29.0, ,O3,1185 AVENUE OF AMERICAS                  ,            ,10036.0,0.0,50.0,50.0,42049.0,1047390.0,1970.0,4.0,O3,560000000.0,2007-01-25,Unknown,sales_2007_manhattan.xls,1,D4,1,D4,1.0,72000,88000,6.8,2.0,10.0,,534.6623511776893,,,1,,
